R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,weight_dif
Makhmud Muradov,Gerald Meerschaert,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3.41,0.44,1.8,2.58,0.4,6,24,0,0,0,0,1,6,0,7,Southpaw,185.42,195.58,185,0,5.39,0.42,0.3,0.31,0.16,0,9,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.54,5.08,2,-1.98,1.5,2.27,neither,SUB,Rear Naked Choke,2.0,1:49,409.0,0
Alessio Di Chirico,Abdul Razak Alhassan,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3.71,0.48,0.0,0.53,0.28,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,0,3.3,0.41,0.0,1.62,0.45,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.08,-2.54,5,0.41,0.0,-1.09,neither,KO/TKO,Kick,1.0,0:17,17.0,0
Sam Alvey,Wellington Turman,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3.04,0.47,0.6,2.22,0.22,3,8,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,1,3.29,0.44,0.1,0.07,0.16,10,46,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.08,-7.62,-10,-0.25,0.5,2.15,neither,S-DEC,blank,3.0,5:00,900.0,0
Dustin Jacoby,Darren Stewart,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,3.05,0.45,0.1,1.75,0.45,6,28,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,205,1,4.32,0.49,0.0,0.35,0.4,2,16,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,33,30,2,-3,0,2,4,12,0,1,1,-7.62,-5.08,-3,-1.27,0.1,1.4,neither,KO/TKO,Punches,1.0,3:04,184.0,0
JJ Aldrich,Vanessa Demopoulos,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,3.13,0.42,1.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,149.86,125,0,4.05,0.44,0.0,0.82,0.41,3,23,0,0,1,4,0,0,0,5,Southpaw,165.1,170.18,125,28,32,1,-1,-3,-5,-2,-20,0,0,0,-7.62,-20.32,4,-0.92,1.0,-0.82,neither,U-DEC,blank,3.0,5:00,900.0,0
Jamall Emmers,Pat Sabatini,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,1.6,0.5,2.7,0.89,0.16,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,0,5.73,0.53,0.4,2.76,0.53,2,8,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,145,32,30,0,0,0,0,-2,-5,0,0,0,-5.08,-10.16,-2,-4.13,2.3,-1.87,neither,SUB,Heel Hook,1.0,1:53,113.0,0
Mana Martinez,Guido Cannetti,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,3.2,0.54,0.2,2.04,0.5,4,12,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,0,4.84,0.5,0.9,1.73,0.66,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,135,25,41,1,0,1,2,3,11,0,0,0,-10.16,-5.08,16,-1.64,-0.7,0.31,neither,S-DEC,blank,3.0,5:00,900.0,0
Jared Cannonier,Kelvin Gastelum,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,3.53,0.41,0.1,1.05,0.32,7,52,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,0,3.6,0.49,0.0,0.12,0.33,5,23,0,0,0,1,5,0,0,6,Switch,180.34,195.58,185,37,29,0,0,2,5,2,29,1,-2,2,-5.08,-15.24,-8,-0.07,0.1,0.93,Red,U-DEC,blank,5.0,5:00,1500.0,0
Clay Guida,Mark Madsen,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,4.33,0.48,0.0,4.33,0.6,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,155,0,2.53,0.34,0.7,3.24,0.38,15,90,0,0,3,9,2,4,0,18,Orthodox,170.18,177.8,155,39,36,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,neither,S-DEC,blank,3.0,5:00,900.0,0
Parker Porter,Chase Sherman,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,6.24,0.45,0.0,0.0,0.0,6,22,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,0,8.48,0.51,0.7,1.42,0.3,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,265,36,31,1,-1,1,2,5,18,0,2,0,10.16,7.62,-5,-2.24,-0.7,-1.42,neither,U-DEC,blank,3.0,5:00,900.0,15
Trevin Jones,Saidyokub Kakhramonov,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2.46,0.55,4.1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,2.22,0.54,0.0,1.09,0.15,0,4,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,31,25,0,-1,-1,-1,0,-4,0,-1,0,2.54,-2.54,-6,0.24,4.1,0.96,neither,SUB,Guillotine Choke,3.0,4:39,879.0,0
Vinc Pichel,Austin Hubbard,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,3.67,0.47,0.0,1.35,0.61,3,15,0,0,0,2,1,0,0,3,Orthodox,177.8,180.34,155,0,3.42,0.45,0.3,3.29,0.54,2,19,0,0,0,5,1,0,0,6,Orthodox,177.8,182.88,155,38,29,0,-1,-3,-3,1,-4,0,0,0,0.0,-2.54,-9,0.25,-0.3,-1.94,neither,U-DEC,blank,3.0,5:00,900.0,0
Alexandre Pantoja,Brandon Royval,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,3.44,0.41,1.7,1.16,1.0,1,5,0,0,0,0,0,2,0,2,Southpaw,175.26,172.72,125,0,4.24,0.48,1.1,1.26,0.38,3,24,0,0,1,2,2,2,0,7,Orthodox,165.1,170.18,125,31,29,1,-1,-1,-5,-2,-19,0,-2,0,10.16,2.54,-2,-0.8,0.6,-0.1,Red,SUB,Rear Naked Choke,2.0,1:46,406.0,0
Austin Lingo,Luis Saldana,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,4.66,0.5,0.4,0.0,0.0,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,145,0,4.0,0.42,0.0,0.67,0.66,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,145,27,30,0,1,1,1,-1,0,0,1,0,2.54,7.62,3,0.66,0.4,-0.67,neither,U-DEC,blank,3.0,5:00,900.0,0
Brian Kelleher,Domingo Pilarte,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1.31,0.47,0.8,1.2,0.42,1,6,0,0,0,0,0,1,0,1,Southpaw,182.88,185.42,135,0,3.63,0.4,0.9,1.28,0.33,5,22,0,0,0,1,2,3,0,6,Switch,167.64,167.64,135,35,31,0,0,-1,-5,-4,-16,0,-2,-2,15.24,17.78,-4,-2.32,-0.1,-0.08,neither,U-DEC,blank,3.0,5:00,900.0,0
Bea Malecki,Josiane Nunes,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,10.61,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,170.18,135,0,6.84,0.46,1.1,0.0,0.0,0,5,0,0,0,1,0,1,0,2,Orthodox,175.26,187.96,135,29,27,0,-2,-2,-2,0,-5,0,0,-1,-17.78,-17.78,-2,3.77,-1.1,0.0,neither,KO/TKO,Punch,1.0,4:54,294.0,0
William Knight,Fabio Cherant,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,2.01,0.47,0.0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,0,3.55,0.72,0.3,2.36,0.53,1,10,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,33,26,1,0,-3,-3,1,-7,0,-2,0,7.62,2.54,-7,-1.54,-0.3,-2.36,neither,KO/TKO,Punch,1.0,3:58,238.0,0
Roosevelt Roberts,Ignacio Bahamondes,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,7.56,0.42,0.0,0.0,0.0,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,155,0,3.14,0.44,0.9,1.44,0.29,2,16,0,0,0,2,0,3,0,5,Orthodox,187.96,185.42,155,27,23,0,0,-2,-4,-1,-11,0,1,-3,2.54,5.08,-4,4.42,-0.9,-1.44,neither,KO/TKO,Kick,3.0,4:55,895.0,0
Sasha Palatnikov,Ramiz Brahimaj,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,3.15,0.36,1.0,2.05,1.0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,0,6.69,0.53,0.0,0.72,1.0,1,5,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,32,28,0,0,-1,-1,0,-2,0,-1,0,-7.62,0.0,-4,-3.54,1.0,1.33,neither,SUB,Rear Naked Choke,1.0,2:33,153.0,0
Derrick Lewis,Ciryl Gane,8/7/2021,"Houston, Texas, USA",USA,Blue,True,Heavyweight,MALE,5,0,5.37,0.57,0.3,0.71,0.2,0,19,0,0,0,3,1,2,0,6,Orthodox,193.04,205.74,245,0,2.49,0.5,0.0,0.49,0.25,5,48,1,0,2,2,12,0,0,16,Orthodox,190.5,200.66,260,36,31,0,2,0,-10,-5,-29,-1,-11,2,2.54,5.08,-5,2.88,0.3,0.22,Red,KO/TKO,Punches,3.0,4:11,851.0,15
Jose Aldo,Pedro Munhoz,8/7/2021,"Houston, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,5.55,0.43,0.7,0.62,0.21,5,34,0,0,0,3,3,3,0,9,Orthodox,167.64,165.1,135,0,3.63,0.45,0.1,0.55,0.56,6,76,12,0,0,8,11,0,0,19,Orthodox,170.18,177.8,135,34,34,0,0,-11,-10,-1,-42,-12,-8,3,-2.54,-12.7,0,1.92,0.6,0.07,Red,U-DEC,blank,3.0,5:00,900.0,0
Michael Chiesa,Vicente Luque,8/7/2021,"Houston, Texas, USA",USA,Blue,False,Welterweight,MALE,3,0,5.65,0.54,1.0,0.64,0.5,3,31,0,0,1,0,8,4,0,13,Orthodox,180.34,190.5,170,0,1.87,0.4,1.1,3.62,0.53,4,35,0,0,0,5,0,6,0,11,Southpaw,185.42,190.5,170,33,29,0,-1,2,2,-1,-4,0,8,-2,-5.08,0.0,-4,3.78,-0.1,-2.98,Red,SUB,D'Arce Choke,1.0,3:25,205.0,0
Tecia Torres,Angela Hill,8/7/2021,"Houston, Texas, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,5.71,0.5,0.1,0.54,0.34,9,48,0,0,0,6,2,0,0,8,Orthodox,160.02,162.56,115,0,4.71,0.48,0.1,0.71,0.15,5,36,0,0,0,6,1,1,0,8,Orthodox,154.94,152.4,115,31,36,0,-1,0,0,4,12,0,1,-1,5.08,10.16,5,1.0,0.0,-0.17,Red,U-DEC,blank,3.0,5:00,900.0,0
Song Yadong,Casey Kenney,8/7/2021,"Houston, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,4.85,0.42,0.4,1.09,0.35,3,25,0,0,0,5,0,1,0,6,Southpaw,170.18,172.72,135,1,4.91,0.42,0.3,0.49,0.42,1,16,0,0,0,2,2,1,0,5,Orthodox,172.72,170.18,135,23,30,0,0,-1,1,2,9,0,-2,0,-2.54,2.54,7,-0.06,0.1,0.6,neither,S-DEC,blank,3.0,5:00,900.0,0
Bobby Green,Rafael Fiziev,8/7/2021,"Houston, Texas, USA",USA,Blue,False,Lightweight,MALE,3,0,5.34,0.52,0.0,0.59,0.5,1,8,0,0,0,2,1,0,0,3,Switch,172.72,180.34,155,1,5.45,0.51,0.3,1.46,0.39,8,56,0,0,2,6,1,3,0,12,Orthodox,177.8,180.34,155,34,28,-1,3,-5,-9,-7,-48,0,0,-3,-5.08,0.0,-6,-0.11,-0.3,-0.87,neither,U-DEC,blank,3.0,5:00,900.0,0
Vince Morales,Drako Rodriguez,8/7/2021,"Houston, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,3.37,0.36,0.7,2.93,0.66,1,2,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,0,4.39,0.39,0.0,0.2,0.25,4,13,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,135,30,25,-1,0,0,0,-3,-11,0,0,1,2.54,-2.54,-5,-1.02,0.7,2.73,neither,U-DEC,blank,3.0,5:00,900.0,0
Alonzo Menifield,Ed Herman,8/7/2021,"Houston, Texas, USA",USA,Red,False,Light Heavyweight,MALE,3,0,3.28,0.48,1.1,2.08,0.48,11,55,0,0,1,3,4,5,0,13,Orthodox,185.42,195.58,205,0,4.13,0.54,0.3,0.56,0.25,2,10,0,0,0,0,4,1,0,5,Orthodox,182.88,193.04,205,33,40,0,2,-1,8,9,45,0,0,4,2.54,2.54,7,-0.85,0.8,1.52,neither,U-DEC,blank,3.0,5:00,900.0,0
Karolina Kowalkiewicz,Jessica Penne,8/7/2021,"Houston, Texas, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,2.41,0.34,0.7,1.57,0.25,4,24,1,0,2,0,1,2,0,5,Orthodox,165.1,170.18,115,0,5.16,0.39,0.1,0.19,0.22,6,31,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,35,38,-4,1,-1,0,-2,-7,0,1,2,5.08,7.62,3,-2.75,0.6,1.38,neither,SUB,Armbar,1.0,4:32,272.0,0
Manel Kape,Ode Osbourne,8/7/2021,"Houston, Texas, USA",USA,Red,False,Flyweight,MALE,3,0,4.12,0.52,1.2,1.19,1.0,1,3,0,0,0,0,1,1,0,2,Southpaw,170.18,185.42,125,0,3.71,0.47,0.0,0.86,0.28,2,6,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,125,27,29,-2,1,1,2,-1,-3,0,1,1,5.08,12.7,2,0.41,1.2,0.33,neither,KO/TKO,Flying Knee,1.0,4:44,284.0,0
Miles Johns,Anderson Dos Santos,8/7/2021,"Houston, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,2.7,0.25,0.7,0.98,0.14,2,7,0,0,0,0,0,1,0,1,Orthodox,165.1,177.8,135,0,4.03,0.53,0.0,0.99,0.3,1,11,0,0,1,1,1,0,0,3,Orthodox,170.18,167.64,135,27,36,0,0,-1,-2,1,-4,0,-1,1,-5.08,10.16,9,-1.33,0.7,-0.01,neither,KO/TKO,Punch,3.0,1:16,676.0,0
Victoria Leonardo,Melissa Gatto,8/7/2021,"Houston, Texas, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,7.0,0.57,0.0,1.5,0.2,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,125,0,3.71,0.41,0.0,1.56,0.27,1,4,0,0,0,0,1,0,0,1,Orthodox,165.1,162.56,125,31,25,-1,0,-1,-1,-1,-4,0,-1,0,0.0,12.7,-6,3.29,0.0,-0.06,neither,KO/TKO,blank,2.0,5:00,600.0,0
Johnny Munoz,Jamey Simmons,8/7/2021,"Houston, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,0.79,0.21,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,0,2.79,0.42,2.7,2.66,0.21,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,28,0,0,0,0,0,-2,0,0,0,-7.62,-2.54,0,-2.0,-2.7,-2.66,neither,SUB,Rear Naked Choke,2.0,2:35,455.0,0
Uriah Hall,Sean Strickland,7/31/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,5,0,5.45,0.4,0.3,1.32,0.61,3,33,0,0,2,4,3,1,0,10,Orthodox,185.42,193.04,185,0,3.47,0.49,0.2,0.58,0.38,7,37,0,0,1,1,8,0,0,10,Orthodox,182.88,200.66,185,37,30,0,0,0,0,-4,-4,0,-5,1,2.54,-7.62,-7,1.98,0.1,0.74,Red,U-DEC,blank,5.0,5:00,1500.0,0
Cheyanne Buys,Gloria de Paula,7/31/2021,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,3.39,0.54,1.0,0.0,0.0,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,115,0,4.32,0.54,0.0,0.48,0.33,1,6,0,0,0,1,0,0,0,1,Switch,160.02,160.02,115,26,26,0,0,0,0,0,0,0,0,0,5.08,10.16,0,-0.93,1.0,-0.48,neither,KO/TKO,Kick,1.0,1:00,60.0,0
Niklas Stolze,Jared Gooden,7/31/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,5.04,0.42,0.0,0.96,1.0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,0,2.29,0.43,0.0,0.93,1.0,1,3,0,0,0,0,0,0,0,0,Switch,182.88,190.5,170,28,27,1,0,0,0,1,3,0,0,0,0.0,5.08,-1,2.75,0.0,0.03,neither,KO/TKO,Punch,1.0,1:08,68.0,0
Collin Anglin,Melsik Baghdasaryan,7/31/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,6.69,0.62,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,177.8,145,0,5.18,0.54,0.0,2.75,0.8,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,145,28,29,0,0,0,0,0,0,0,0,0,0.0,-2.54,1,1.51,0.0,-2.75,neither,KO/TKO,Kick,2.0,1:50,410.0,0
Bryan Barberena,Jason Witt,7/31/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,2.63,0.49,1.3,6.46,0.45,2,4,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,170,0,5.26,0.48,0.4,0.21,0.25,5,28,0,0,0,2,3,1,0,6,Southpaw,182.88,182.88,170,32,34,1,-1,-1,-5,-3,-24,0,-3,0,-5.08,-5.08,2,-2.63,0.9,6.25,neither,M-DEC,blank,3.0,5:00,900.0,0
Chris Gruetzemacher,Rafa Garcia,7/31/2021,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,4.13,0.34,0.5,2.5,0.33,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,155,0,6.93,0.56,0.0,0.0,0.0,3,12,0,0,0,1,2,0,0,3,Orthodox,172.72,172.72,155,35,26,0,0,-2,-3,-2,-9,0,-2,0,-2.54,5.08,-9,-2.8,0.5,2.5,neither,U-DEC,blank,3.0,5:00,900.0,0
Jinh Yu Frey,Ashley Yoder,7/31/2021,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,3.08,0.39,0.6,1.2,0.3,6,27,0,0,1,2,0,0,0,3,Southpaw,170.18,175.26,115,0,2.86,0.44,0.5,0.78,0.37,2,9,0,0,0,1,0,0,0,1,Southpaw,160.02,165.1,115,36,33,1,-1,1,2,4,18,0,0,0,10.16,10.16,-3,0.22,0.1,0.42,neither,U-DEC,blank,3.0,5:00,900.0,0
Ryan Benoit,Zarrukh Adashev,7/31/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,3.54,0.39,0.5,0.0,0.0,2,4,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,0,2.88,0.39,0.4,0.28,0.22,5,20,0,0,1,0,2,0,0,3,Orthodox,165.1,172.72,125,31,29,0,0,-1,-3,-3,-16,0,-2,0,0.0,-7.62,-2,0.66,0.1,-0.28,neither,U-DEC,blank,3.0,5:00,900.0,0
Phil Rowe,Orion Cosce,7/31/2021,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,3.7,0.55,0.0,1.87,0.42,0,3,0,0,0,0,1,0,0,1,Switch,180.34,180.34,170,0,4.97,0.56,0.0,0.87,0.33,1,6,0,0,0,0,1,0,0,1,Orthodox,190.5,203.2,170,31,27,-1,1,0,0,-1,-3,0,0,0,-10.16,-22.86,-4,-1.27,0.0,1.0,neither,KO/TKO,Punches,2.0,4:21,561.0,0
Cory Sandhagen,TJ Dillashaw,7/24/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,5,0,5.26,0.41,0.8,1.63,0.3,4,43,7,0,0,4,7,1,0,12,Orthodox,167.64,170.18,135,0,6.32,0.47,0.6,0.74,0.44,1,15,0,0,1,1,4,1,0,7,Switch,180.34,177.8,135,29,35,1,-2,-1,5,3,28,7,3,0,-12.7,-7.62,6,-1.06,0.2,0.89,Red,S-DEC,blank,5.0,5:00,1500.0,0
Kyler Phillips,Raulian Paiva,7/24/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,4.24,0.43,0.2,0.62,0.27,2,12,0,0,1,1,1,0,0,3,Orthodox,172.72,175.26,125,0,5.2,0.49,0.3,3.2,0.55,0,9,0,0,0,2,2,0,0,4,Orthodox,172.72,182.88,135,26,25,0,-2,-2,-1,2,3,0,-1,0,0.0,-7.62,-1,-0.96,-0.1,-2.58,Red,M-DEC,blank,3.0,5:00,900.0,10
Darren Elkins,Darrick Minner,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,2.96,0.66,4.0,3.11,0.7,2,7,0,0,0,1,0,1,0,2,Orthodox,170.18,175.26,145,0,3.46,0.38,1.1,2.67,0.33,8,60,0,0,2,8,3,2,0,15,Orthodox,177.8,180.34,145,37,31,0,1,-4,-13,-6,-53,0,-3,-1,-7.62,-5.08,-6,-0.5,2.9,0.44,neither,KO/TKO,Punches,2.0,3:48,528.0,0
Miranda Maverick,Maycee Barber,7/24/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,4.67,0.49,0.2,1.36,0.33,2,14,0,0,0,0,4,0,0,4,Switch,165.1,165.1,125,0,4.77,0.43,0.0,1.71,0.8,0,4,0,0,0,1,1,0,0,2,Southpaw,160.02,165.1,125,24,23,2,-2,2,2,2,10,0,3,0,5.08,0.0,-1,-0.1,0.2,-0.35,Blue,S-DEC,blank,3.0,5:00,900.0,0
Adrian Yanez,Randy Costa,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,8.64,0.46,0.0,0.0,0.0,1,4,0,0,0,0,2,0,0,2,Switch,175.26,185.42,135,0,6.13,0.38,0.0,0.0,0.0,0,5,0,0,0,0,3,0,0,3,Orthodox,170.18,177.8,135,27,27,0,-1,-1,-1,1,-1,0,-1,0,5.08,7.62,0,2.51,0.0,0.0,neither,KO/TKO,Punches,2.0,2:11,431.0,0
Punahele Soriano,Brendan Allen,7/24/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,4.1,0.52,1.6,1.29,0.45,1,10,0,0,0,1,1,3,0,5,Orthodox,187.96,190.5,185,0,4.44,0.43,0.0,1.58,0.66,0,5,0,0,0,1,2,0,0,3,Southpaw,180.34,182.88,185,28,25,0,-2,1,2,1,5,0,-1,3,7.62,7.62,-3,-0.34,1.6,-0.29,neither,U-DEC,blank,3.0,5:00,900.0,0
Nassourdine Imavov,Ian Heinisch,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,3.25,0.5,0.7,1.02,0.17,3,17,0,0,0,2,2,0,0,4,Orthodox,180.34,182.88,185,0,4.3,0.54,1.6,0.79,0.22,1,6,0,0,0,1,0,0,0,1,Orthodox,190.5,190.5,185,26,32,0,0,2,3,2,11,0,2,0,-10.16,-7.62,6,-1.05,-0.9,0.23,neither,KO/TKO,Punches,2.0,3:09,489.0,0
Mickey Gall,Jordan Williams,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,5.97,0.5,0.0,1.23,0.57,2,10,0,0,0,0,1,0,0,1,Southpaw,185.42,190.5,185,0,2.6,0.46,2.4,1.32,0.28,3,16,0,0,0,1,0,4,0,5,Switch,187.96,187.96,170,29,30,0,0,-2,-4,-1,-6,0,1,-4,-2.54,2.54,1,3.37,-2.4,-0.09,neither,SUB,Rear Naked Choke,1.0,2:57,177.0,-15
Julio Arce,Andre Ewell,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,4.35,0.41,0.1,0.27,0.66,3,21,0,0,3,1,0,0,0,4,Southpaw,172.72,190.5,135,0,4.31,0.36,0.5,0.52,0.3,2,17,0,0,0,1,2,1,0,4,Southpaw,170.18,177.8,145,31,33,0,0,-1,0,1,4,0,-2,-1,2.54,12.7,2,0.04,-0.4,-0.25,neither,KO/TKO,Punches,2.0,3:45,525.0,10
Sijara Eubanks,Elise Reed,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,0.26,0.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,125,0,4.56,0.43,0.4,1.94,0.47,4,24,0,0,0,4,0,0,0,4,Orthodox,162.56,170.18,135,36,28,-2,0,-2,-4,-4,-24,0,0,0,-2.54,-10.16,-8,-4.3,-0.4,-1.94,neither,KO/TKO,Punches,1.0,3:49,229.0,10
Diana Belbita,Hannah Goldy,7/24/2021,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,6.4,0.47,0.0,0.67,0.33,1,6,0,0,0,1,0,0,0,1,Orthodox,162.56,154.94,125,0,6.72,0.46,0.0,0.92,0.66,2,4,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,25,29,-1,0,1,1,-1,2,0,0,0,-7.62,-17.78,4,-0.32,0.0,-0.25,neither,U-DEC,blank,3.0,5:00,900.0,0
